#      #  decima  averageinterpolat    tre #days 
 1958  31958.208   315.71    315.71 314.62     -1
 1958  41958.292   317.45    317.45 315.29     -1
 1958  51958.375    317.5     317.5 314.71     -1
 1958  61958.458   -99.99     317.1 314.85     -1
 1958  71958.542   315.86    315.86 314.98     -1
 1958  81958.625   314.93    314.93 315.94     -1
 1958  91958.708    313.2     313.2 315.91     -1
 1958 101958.792   -99.99    312.66 315.61     -1
 1958 111958.875   313.33    313.33 315.31     -1
 1958 121958.958   314.67    314.67 315.61     -1
 1959  11959.042   315.62    315.62  315.7     -1
 1959  21959.125   316.38    316.38 315.88     -1
 1959  31959.208   316.71    316.71 315.62     -1
 1959  41959.292   317.72    317.72 315.56     -1
 1959  51959.375   318.29    318.29  315.5     -1
 1959  61959.458   318.15    318.15 315.92     -1
 1959  71959.542   316.54    316.54 315.66     -1
 1959  81959.625    314.8     314.8 315.81     -1
 1959  91959.708   313.84    313.84 316.55     -1
 1959 101959.792   313.26    313.26 316.19     -1
 1959 111959.875    314.8     314.8 316.78     -1
 1959 121959.958   315.58    315.58 316.52     -1
 1960  11960.042   316.43    316.43 316.51     -1
 1960  21960.125   316.97    316.97 316.47     -1
 1960  31960.208   317.58    317.58 316.49     -1
 1960  41960.292   319.02    319.02 316.86     -1
 1960  51960.375   320.03    320.03 317.24     -1
 1960  61960.458   319.59    319.59 317.36     -1
 1960  71960.542   318.18    318.18  317.3     -1
 1960  81960.625   315.91    315.91 316.92     -1
 1960  91960.708   314.16    314.16 316.87     -1
 1960 101960.792   313.83    313.83 316.76     -1
 1960 111960.875      315       315 316.98     -1
 1960 121960.958   316.19    316.19 317.13     -1
 1961  11961.042   316.93    316.93 317.03     -1
 1961  21961.125    317.7     317.7 317.28     -1
 1961  31961.208   318.54    318.54 317.47     -1
 1961  41961.292   319.48    319.48 317.27     -1
 1961  51961.375   320.58    320.58  317.7     -1
 1961  61961.458   319.77    319.77 317.48     -1
 1961  71961.542   318.57    318.57  317.7     -1
 1961  81961.625   316.79    316.79  317.8     -1
 1961  91961.708    314.8     314.8 317.49     -1
 1961 101961.792   315.38    315.38 318.35     -1
 1961 111961.875    316.1     316.1 318.13     -1
 1961 121961.958   317.01    317.01 317.94     -1
 1962  11962.042   317.94    317.94 318.06     -1
 1962  21962.125   318.56    318.56 318.11     -1
 1962  31962.208   319.68    319.68 318.57     -1
 1962  41962.292   320.63    320.63 318.45     -1
 1962  51962.375   321.01    321.01  318.2     -1
 1962  61962.458   320.55    320.55 318.27     -1
 1962  71962.542   319.58    319.58 318.67     -1
 1962  81962.625    317.4     317.4 318.48     -1
 1962  91962.708   316.26    316.26 319.03     -1
 1962 101962.792   315.42    315.42 318.33     -1
 1962 111962.875   316.69    316.69 318.62     -1
 1962 121962.958   317.69    317.69 318.61     -1
 1963  11963.042   318.74    318.74 318.91     -1
 1963  21963.125   319.08    319.08 318.68     -1
 1963  31963.208   319.86    319.86 318.69     -1
 1963  41963.292   321.39    321.39 319.09     -1
 1963  51963.375   322.25    322.25 319.39     -1
 1963  61963.458   321.47    321.47 319.16     -1
 1963  71963.542   319.74    319.74 318.77     -1
 1963  81963.625   317.77    317.77 318.83     -1
 1963  91963.708   316.21    316.21 319.06     -1
